,0,1,2,3,4,5
0,-0.9,-0.91,0.23,0.23,1.07,0.96
1,0.2,0.18,0.18,0.18,0.83,0.96
2,0.0,-0.05,0.18,0.19,0.87,0.98
3,-0.4,-0.39,0.07,0.07,0.36,0.98
4,1.1,1.09,0.09,0.09,0.39,0.96
5,0.0,0.01,0.07,0.07,0.35,0.98
